Code	d13C	d15N
3	-22.97654492	10.83848556
3	-26.98670776	9.656491293
3	-23.82360496	10.16230744
3	-23.95297863	9.625332898
3	-24.21760659	8.910355744
3	-24.34698026	8.331847258
3	-22.58377398	11.01375326
3	-23.77263958	9.985293734
3	-23.99120267	8.292291123
3	-22.26426023	9.603577023
3	-27.44410745	10.13165144
3	-24.31071642	9.136814621
3	-24.35678129	8.710597258
3	-28.121359	7.905629896
3	-25.65051797	8.832232376
3	-24.71157877	6.914748695
3	-25.02779961	8.173150334
3	-25.04775429	9.976393603
3	-25.01345066	7.589180809
3	-21.98591082	7.432934073
3	-21.93102502	7.4408453
3	-23.55505659	7.757294386
3	-23.10616917	9.885414491
3	-22.77489417	8.575117493
3	-23.15419424	7.051217363
3	-23.38157827	6.824758486
3	-27.82157814	9.397373012
3	-22.80821769	8.404037206
3	-23.15517435	7.757294386
3	-25.21186994	12.17050795
3	-24.4817243	8.763309389
3	-25.08608855	9.11760903
3	-25.46138749	9.761883017
3	-25.02882222	9.200312981
3	-26.91656569	10.27954849
3	-24.67295292	9.80680862
3	-24.55330721	8.778624936
3	-22.85896946	13.68734147
3	-27.41253297	6.877455105
3	-23.28322195	9.405541303
3	-25.10142774	9.353468445
3	-22.79841666	7.055172977
3	-24.87747551	7.320584915
3	-26.94417624	9.042052335
3	-25.30288249	7.72797845
3	-24.40605095	9.662842483
3	-25.96349044	6.957095947
3	-24.72715141	5.88398666
4	-21.97427739	7.789240636
4	-21.24413176	7.678968702
4	-21.58363925	8.112909184
4	-21.44865435	6.961180092
4	-20.89542075	8.789856337
4	-22.71362654	7.977111339
4	-22.16039295	7.252175475
4	-22.79441296	8.513155464
4	-21.43229254	8.785772191
4	-21.72066939	6.188255516
4	-22.27185776	7.215418163
4	-20.73078007	7.58809646
4	-21.01506646	6.440451514
4	-21.75543822	7.069409954
4	-21.19095589	7.803535146
4	-19.39933803	6.594628014
4	-21.28299105	6.711026167
4	-21.80452365	7.691221139
4	-22.50194567	6.953011801
4	-21.15516443	5.217249872
4	-21.01097601	7.149050795
4	-22.56637028	7.358363263
4	-21.43842822	5.343858389
4	-20.98745591	6.917275526
4	-21.15414182	7.953627501
4	-24.05836255	7.136798358
4	-22.52546576	8.939948692
4	-21.97325478	8.356936891
4	-22.29333263	7.611580298
4	-21.24310915	6.915233453
4	-21.52637293	6.782498717
4	-22.87826722	9.788429964
4	-21.40161415	7.404309903
4	-22.29333263	7.333858389
4	-23.35685008	6.67018471
4	-21.20220463	8.103719856
4	-19.07516973	6.294443304
4	-20.67760419	7.523771165
4	-21.43331515	6.779435608
4	-20.85553884	7.598306824
4	-20.62136048	7.096977937
4	-21.2789006	7.934227809
4	-20.79520468	8.049604926
4	-21.4210438	8.810277065
4	-21.80247842	7.180702925
4	-21.69305884	7.535002565
4	-20.71441826	5.561339148
4	-21.21243076	7.951585428
4	-22.22584017	7.533981529
4	-20.91075994	7.283827604
4	-22.48558386	8.763309389
4	-22.08676481	7.34202668
4	-21.27276492	7.981195485
4	-20.61829264	7.62791688
4	-20.56920722	6.393483838
4	-20.76554891	8.115972293
4	-20.84326749	7.47374038
4	-19.60386062	7.082683427
4	-20.77372981	8.943011801
4	-20.48535296	8.326305798
4	-20.09778266	7.829061057
4	-21.71453371	6.57012314
4	-21.17254885	7.435962032
4	-20.98336546	6.445556696
4	-21.84645078	7.405330939
4	-17.97483821	11.96017445
4	-22.62772706	7.355300154
4	-21.42002118	7.747378143
4	-22.52444315	7.505392509
4	-21.83622465	7.15926116
4	-20.87394588	7.854586968
4	-21.25844834	8.478440226
4	-20.84326749	5.119230375
4	-21.68487793	7.54214982
4	-21.3024207	7.105146229
4	-21.18993327	7.798429964
4	-21.03040566	6.829466393
4	-20.36059419	7.500287327
4	-21.64806387	8.74595177
4	-20.27162686	7.217460236
4	-20.91587301	7.646295536
4	-20.09982789	5.896239097
4	-21.09585288	8.308948179
4	-20.49251125	8.924633145
4	-21.43536038	8.400841457
4	-21.84951861	6.85601334
4	-23.47036011	6.464956388
4	-25.08506593	6.750846588
4	-20.97416194	5.092683427
4	-21.82702113	8.037352488
4	-21.80247842	7.850502822
4	-20.2112927	5.947290918
4	-20.56102632	7.969964084
4	-20.81	7.43
4	-21.31571466	7.646295536
4	-20.91687489	8.1925248
4	-20.31745002	7.939686237
4	-21.64122368	10.38691381
4	-20.65547946	7.76384378
4	-21.01240495	7.595284738
4	-21.50475216	8.650339481
4	-21.28954709	8.296573591
4	-21.18	8.32
4	-21.10163632	7.062554927
4	-21.22551046	7.865811595
4	-21.56039055	6.729598795
4	-19.94687738	9.751175693
4	-19.88	9.68
4	-21.5467434	7.496438386
4	-19.4471817	8.691958998
4	-20.37098885	7.635863767
4	-22.02544347	9.790714233
4	-20.56414852	8.750226321
4	-19.95737519	8.828262914
4	-21.93726188	9.096708796
4	-19.17633824	12.21401058
4	-20.02351139	7.269612021
4	-21.93831166	10.60437578
4	-23.72503866	9.299603939
4	-20.87278409	8.273682857
4	-20.67962442	7.538057903
4	-20.88433168	9.803200088
